date,county,cases,deaths
2020-03-08,Bedford,0.0,0.0
2020-03-08,Berks,0.0,0.0
2020-03-08,Blair,0.0,0.0
2020-03-08,Bradford,0.0,0.0
2020-03-08,Bucks,0.0,0.0
2020-03-08,Butler,0.0,0.0
2020-03-08,Cambria,0.0,0.0
2020-03-08,Cameron,0.0,0.0
2020-03-08,Carbon,0.0,0.0
2020-03-08,Centre,0.0,0.0
2020-03-08,Chester,0.0,0.0
2020-03-08,Clarion,0.0,0.0
2020-03-08,Clearfield,0.0,0.0
2020-03-08,Clinton,0.0,0.0
2020-03-08,Columbia,0.0,0.0
2020-03-08,Crawford,0.0,0.0
2020-03-08,Cumberland,0.0,0.0
2020-03-08,Dauphin,0.0,0.0
2020-03-08,Delaware,1.0,0.0
2020-03-08,Elk,0.0,0.0
2020-03-08,Erie,0.0,0.0
2020-03-08,Fayette,0.0,0.0
2020-03-08,Forest,0.0,0.0
2020-03-08,Franklin,0.0,0.0
2020-03-08,Fulton,0.0,0.0
2020-03-08,Greene,0.0,0.0
2020-03-08,Huntingdon,0.0,0.0
2020-03-08,Indiana,0.0,0.0
2020-03-08,Jefferson,0.0,0.0
2020-03-08,Juniata,0.0,0.0
2020-03-08,Lackawanna,0.0,0.0
2020-03-08,Lancaster,0.0,0.0
2020-03-08,Lawrence,0.0,0.0
2020-03-08,Lebanon,0.0,0.0
2020-03-08,Lehigh,0.0,0.0
2020-03-08,Luzerne,0.0,0.0
2020-03-08,Lycoming,0.0,0.0
2020-03-08,Mckean,0.0,0.0
2020-03-08,Mercer,0.0,0.0
2020-03-08,Mifflin,0.0,0.0
2020-03-08,Monroe,0.0,0.0
2020-03-08,Montgomery,4.0,0.0
2020-03-08,Montour,0.0,0.0
2020-03-08,Northampton,0.0,0.0
2020-03-08,Northumberland,0.0,0.0
2020-03-08,Perry,0.0,0.0
2020-03-08,Philadelphia,0.0,0.0
2020-03-08,Pike,0.0,0.0
2020-03-08,Potter,0.0,0.0
2020-03-08,Schuylkill,0.0,0.0
2020-03-08,Snyder,0.0,0.0
2020-03-08,Somerset,0.0,0.0
2020-03-08,Sullivan,0.0,0.0
2020-03-08,Susquehanna,0.0,0.0
2020-03-08,Tioga,0.0,0.0
2020-03-08,Union,0.0,0.0
2020-03-08,Venango,0.0,0.0
2020-03-08,Warren,0.0,0.0
2020-03-08,Washington,0.0,0.0
2020-03-08,Wayne,1.0,0.0
2020-03-08,Westmoreland,0.0,0.0
2020-03-08,Wyoming,0.0,0.0
2020-03-08,York,0.0,0.0
2020-03-09,Adams,0.0,0.0
2020-03-09,Allegheny,0.0,0.0
2020-03-09,Armstrong,0.0,0.0
2020-03-09,Beaver,0.0,0.0
2020-03-09,Bedford,0.0,0.0
2020-03-09,Berks,0.0,0.0
2020-03-09,Blair,0.0,0.0
2020-03-09,Bradford,0.0,0.0
2020-03-09,Bucks,0.0,0.0
2020-03-09,Butler,0.0,0.0
2020-03-09,Cambria,0.0,0.0
2020-03-09,Cameron,0.0,0.0
2020-03-09,Carbon,0.0,0.0
2020-03-09,Centre,0.0,0.0
2020-03-09,Chester,0.0,0.0
2020-03-09,Clarion,0.0,0.0
2020-03-09,Clearfield,0.0,0.0
2020-03-09,Clinton,0.0,0.0
2020-03-09,Columbia,0.0,0.0
2020-03-09,Crawford,0.0,0.0
2020-03-09,Cumberland,0.0,0.0
2020-03-09,Dauphin,0.0,0.0
2020-03-09,Delaware,1.0,0.0
2020-03-09,Elk,0.0,0.0
2020-03-09,Erie,0.0,0.0
2020-03-09,Fayette,0.0,0.0
2020-03-09,Forest,0.0,0.0
2020-03-09,Franklin,0.0,0.0
2020-03-09,Fulton,0.0,0.0
2020-03-09,Greene,0.0,0.0
2020-03-09,Huntingdon,0.0,0.0
2020-03-09,Indiana,0.0,0.0
2020-03-09,Jefferson,0.0,0.0
2020-03-09,Juniata,0.0,0.0
2020-03-09,Lackawanna,0.0,0.0
2020-03-09,Lancaster,0.0,0.0
2020-03-09,Lawrence,0.0,0.0
2020-03-09,Lebanon,0.0,0.0
2020-03-09,Lehigh,0.0,0.0
2020-03-09,Luzerne,0.0,0.0
2020-03-09,Lycoming,0.0,0.0
2020-03-09,Mckean,0.0,0.0
2020-03-09,Mercer,0.0,0.0
2020-03-09,Mifflin,0.0,0.0
2020-03-09,Monroe,1.0,0.0
2020-03-09,Montgomery,7.0,0.0
2020-03-09,Montour,0.0,0.0
2020-03-09,Northampton,0.0,0.0
2020-03-09,Northumberland,0.0,0.0
2020-03-09,Perry,0.0,0.0
2020-03-09,Philadelphia,0.0,0.0
2020-03-09,Pike,0.0,0.0
2020-03-09,Potter,0.0,0.0
2020-03-09,Schuylkill,0.0,0.0
2020-03-09,Snyder,0.0,0.0
2020-03-09,Somerset,0.0,0.0
2020-03-09,Sullivan,0.0,0.0
2020-03-09,Susquehanna,0.0,0.0
2020-03-09,Tioga,0.0,0.0
2020-03-09,Union,0.0,0.0
2020-03-09,Venango,0.0,0.0
2020-03-09,Warren,0.0,0.0
2020-03-09,Washington,0.0,0.0
2020-03-09,Wayne,1.0,0.0
2020-03-09,Westmoreland,0.0,0.0
2020-03-09,Wyoming,0.0,0.0
2020-03-09,York,0.0,0.0
2020-03-10,Adams,0.0,0.0
2020-03-10,Allegheny,0.0,0.0
2020-03-10,Armstrong,0.0,0.0
2020-03-10,Beaver,0.0,0.0
2020-03-10,Bedford,0.0,0.0
2020-03-10,Berks,0.0,0.0
2020-03-10,Blair,0.0,0.0
2020-03-10,Bradford,0.0,0.0
2020-03-10,Bucks,0.0,0.0
2020-03-10,Butler,0.0,0.0
2020-03-10,Cambria,0.0,0.0
2020-03-10,Cameron,0.0,0.0
2020-03-10,Carbon,0.0,0.0
2020-03-10,Centre,0.0,0.0
2020-03-10,Chester,0.0,0.0
2020-03-10,Clarion,0.0,0.0
2020-03-10,Clearfield,0.0,0.0
2020-03-10,Clinton,0.0,0.0
2020-03-10,Columbia,0.0,0.0
2020-03-10,Crawford,0.0,0.0
2020-03-10,Cumberland,0.0,0.0
2020-03-10,Dauphin,0.0,0.0
2020-03-10,Delaware,1.0,0.0
2020-03-10,Elk,0.0,0.0
2020-03-10,Erie,0.0,0.0
2020-03-10,Fayette,0.0,0.0
2020-03-10,Forest,0.0,0.0
2020-03-10,Franklin,0.0,0.0
2020-03-10,Fulton,0.0,0.0
2020-03-10,Greene,0.0,0.0
2020-03-10,Huntingdon,0.0,0.0
2020-03-10,Indiana,0.0,0.0
2020-03-10,Jefferson,0.0,0.0
2020-03-10,Juniata,0.0,0.0
2020-03-10,Lackawanna,0.0,0.0
2020-03-10,Lancaster,0.0,0.0
2020-03-10,Lawrence,0.0,0.0
2020-03-10,Lebanon,0.0,0.0
2020-03-10,Lehigh,0.0,0.0
2020-03-10,Luzerne,0.0,0.0
2020-03-10,Lycoming,0.0,0.0
2020-03-10,Mckean,0.0,0.0
2020-03-10,Mercer,0.0,0.0
2020-03-10,Mifflin,0.0,0.0
2020-03-10,Monroe,1.0,0.0
2020-03-10,Montgomery,8.0,0.0
2020-03-10,Montour,0.0,0.0
2020-03-10,Northampton,0.0,0.0
2020-03-10,Northumberland,0.0,0.0
2020-03-10,Perry,0.0,0.0
2020-03-10,Philadelphia,1.0,0.0
2020-03-10,Pike,0.0,0.0
2020-03-10,Potter,0.0,0.0
2020-03-10,Schuylkill,0.0,0.0
2020-03-10,Snyder,0.0,0.0
2020-03-10,Somerset,0.0,0.0
2020-03-10,Sullivan,0.0,0.0
2020-03-10,Susquehanna,0.0,0.0
2020-03-10,Tioga,0.0,0.0
2020-03-10,Union,0.0,0.0
2020-03-10,Venango,0.0,0.0
2020-03-10,Warren,0.0,0.0
2020-03-10,Washington,0.0,0.0
2020-03-10,Wayne,1.0,0.0
2020-03-10,Westmoreland,0.0,0.0
2020-03-10,Wyoming,0.0,0.0
2020-03-10,York,0.0,0.0
2020-03-11,Adams,0.0,0.0
2020-03-11,Allegheny,0.0,0.0
2020-03-11,Armstrong,0.0,0.0
2020-03-11,Beaver,0.0,0.0
2020-03-11,Bedford,0.0,0.0
2020-03-11,Berks,0.0,0.0
2020-03-11,Blair,0.0,0.0
2020-03-11,Bradford,0.0,0.0
2020-03-11,Bucks,2.0,0.0
2020-03-11,Butler,0.0,0.0
2020-03-11,Cambria,0.0,0.0
2020-03-11,Cameron,0.0,0.0
2020-03-11,Carbon,0.0,0.0
2020-03-11,Centre,0.0,0.0
2020-03-11,Chester,0.0,0.0
2020-03-11,Clarion,0.0,0.0
2020-03-11,Clearfield,0.0,0.0
2020-03-11,Clinton,0.0,0.0
2020-03-11,Columbia,0.0,0.0
2020-03-11,Crawford,0.0,0.0
2020-03-11,Cumberland,0.0,0.0
2020-03-11,Dauphin,0.0,0.0
2020-03-11,Delaware,1.0,0.0
2020-03-11,Elk,0.0,0.0
2020-03-11,Erie,0.0,0.0
2020-03-11,Fayette,0.0,0.0
2020-03-11,Forest,0.0,0.0
2020-03-11,Franklin,0.0,0.0
2020-03-11,Fulton,0.0,0.0
2020-03-11,Greene,0.0,0.0
2020-03-11,Huntingdon,0.0,0.0
2020-03-11,Indiana,0.0,0.0
2020-03-11,Jefferson,0.0,0.0
2020-03-11,Juniata,0.0,0.0
2020-03-11,Lackawanna,0.0,0.0
2020-03-11,Lancaster,0.0,0.0
2020-03-11,Lawrence,0.0,0.0
2020-03-11,Lebanon,0.0,0.0
2020-03-11,Lehigh,0.0,0.0
2020-03-11,Luzerne,0.0,0.0
2020-03-11,Lycoming,0.0,0.0
2020-03-11,Mckean,0.0,0.0
2020-03-11,Mercer,0.0,0.0
2020-03-11,Mifflin,0.0,0.0
2020-03-11,Monroe,2.0,0.0
2020-03-11,Montgomery,9.0,0.0
2020-03-11,Montour,0.0,0.0
2020-03-11,Northampton,0.0,0.0
2020-03-11,Northumberland,0.0,0.0
2020-03-11,Perry,0.0,0.0
2020-03-11,Philadelphia,1.0,0.0
2020-03-11,Pike,0.0,0.0
2020-03-11,Potter,0.0,0.0
2020-03-11,Schuylkill,0.0,0.0
2020-03-11,Snyder,0.0,0.0
2020-03-11,Somerset,0.0,0.0
2020-03-11,Sullivan,0.0,0.0
2020-03-11,Susquehanna,0.0,0.0
2020-03-11,Tioga,0.0,0.0
2020-03-11,Union,0.0,0.0
2020-03-11,Venango,0.0,0.0
2020-03-11,Warren,0.0,0.0
2020-03-11,Washington,0.0,0.0
2020-03-11,Wayne,1.0,0.0
2020-03-11,Westmoreland,0.0,0.0
2020-03-11,Wyoming,0.0,0.0
2020-03-11,York,0.0,0.0
2020-03-12,Adams,0.0,0.0
2020-03-12,Allegheny,0.0,0.0
2020-03-12,Armstrong,0.0,0.0
2020-03-12,Beaver,0.0,0.0
2020-03-12,Bedford,0.0,0.0
2020-03-12,Berks,0.0,0.0
2020-03-12,Blair,0.0,0.0
2020-03-12,Bradford,0.0,0.0
2020-03-12,Bucks,2.0,0.0
2020-03-12,Butler,0.0,0.0
2020-03-12,Cambria,0.0,0.0
2020-03-12,Cameron,0.0,0.0
2020-03-12,Carbon,0.0,0.0
2020-03-12,Centre,0.0,0.0
2020-03-12,Chester,0.0,0.0
2020-03-12,Clarion,0.0,0.0
2020-03-12,Clearfield,0.0,0.0
2020-03-12,Clinton,0.0,0.0
2020-03-12,Columbia,0.0,0.0
2020-03-12,Crawford,0.0,0.0
2020-03-12,Cumberland,0.0,0.0
2020-03-12,Dauphin,0.0,0.0
2020-03-12,Delaware,1.0,0.0
2020-03-12,Elk,0.0,0.0
2020-03-12,Erie,0.0,0.0
2020-03-12,Fayette,0.0,0.0
2020-03-12,Forest,0.0,0.0
2020-03-12,Franklin,0.0,0.0
2020-03-12,Fulton,0.0,0.0
2020-03-12,Greene,0.0,0.0
2020-03-12,Huntingdon,0.0,0.0
2020-03-12,Indiana,0.0,0.0
2020-03-12,Jefferson,0.0,0.0
2020-03-12,Juniata,0.0,0.0
2020-03-12,Lackawanna,0.0,0.0
2020-03-12,Lancaster,0.0,0.0
2020-03-12,Lawrence,0.0,0.0
2020-03-12,Lebanon,0.0,0.0
2020-03-12,Lehigh,0.0,0.0
2020-03-12,Luzerne,0.0,0.0
2020-03-12,Lycoming,0.0,0.0
2020-03-12,Mckean,0.0,0.0
2020-03-12,Mercer,0.0,0.0
2020-03-12,Mifflin,0.0,0.0
2020-03-12,Monroe,2.0,0.0
2020-03-12,Montgomery,13.0,0.0
2020-03-12,Montour,0.0,0.0
2020-03-12,Northampton,1.0,0.0
2020-03-12,Northumberland,0.0,0.0
2020-03-12,Perry,0.0,0.0
2020-03-12,Philadelphia,1.0,0.0
2020-03-12,Pike,1.0,0.0
2020-03-12,Potter,0.0,0.0
2020-03-12,Schuylkill,0.0,0.0
2020-03-12,Snyder,0.0,0.0
2020-03-12,Somerset,0.0,0.0
2020-03-12,Sullivan,0.0,0.0
2020-03-12,Susquehanna,0.0,0.0
2020-03-12,Tioga,0.0,0.0
2020-03-12,Union,0.0,0.0
2020-03-12,Venango,0.0,0.0
2020-03-12,Warren,0.0,0.0
2020-03-12,Washington,0.0,0.0
2020-03-12,Wayne,1.0,0.0
2020-03-12,Westmoreland,0.0,0.0
2020-03-12,Wyoming,0.0,0.0
2020-03-12,York,0.0,0.0
2020-03-13,Adams,0.0,0.0
2020-03-13,Allegheny,0.0,0.0
2020-03-13,Armstrong,0.0,0.0
2020-03-13,Beaver,0.0,0.0
2020-03-13,Bedford,0.0,0.0
2020-03-13,Berks,0.0,0.0
2020-03-13,Blair,0.0,0.0
2020-03-13,Bradford,0.0,0.0
2020-03-13,Bucks,3.0,0.0
2020-03-13,Butler,0.0,0.0
2020-03-13,Cambria,0.0,0.0
2020-03-13,Cameron,0.0,0.0
2020-03-13,Carbon,0.0,0.0
2020-03-13,Centre,0.0,0.0
2020-03-13,Chester,1.0,0.0
2020-03-13,Clarion,0.0,0.0
2020-03-13,Clearfield,0.0,0.0
2020-03-13,Clinton,0.0,0.0
2020-03-13,Columbia,0.0,0.0
2020-03-13,Crawford,0.0,0.0
2020-03-13,Cumberland,3.0,0.0
2020-03-13,Dauphin,0.0,0.0
2020-03-13,Delaware,6.0,0.0
2020-03-13,Elk,0.0,0.0
2020-03-13,Erie,0.0,0.0
2020-03-13,Fayette,0.0,0.0
2020-03-13,Forest,0.0,0.0
2020-03-13,Franklin,0.0,0.0
2020-03-13,Fulton,0.0,0.0
2020-03-13,Greene,0.0,0.0
2020-03-13,Huntingdon,0.0,0.0
2020-03-13,Indiana,0.0,0.0
2020-03-13,Jefferson,0.0,0.0
2020-03-13,Juniata,0.0,0.0
2020-03-13,Lackawanna,0.0,0.0
2020-03-13,Lancaster,0.0,0.0
2020-03-13,Lawrence,0.0,0.0
2020-03-13,Lebanon,0.0,0.0
2020-03-13,Lehigh,0.0,0.0
2020-03-13,Luzerne,0.0,0.0
2020-03-13,Lycoming,0.0,0.0
2020-03-13,Mckean,0.0,0.0
2020-03-13,Mercer,0.0,0.0
2020-03-13,Mifflin,0.0,0.0
2020-03-13,Monroe,3.0,0.0
2020-03-13,Montgomery,18.0,0.0
2020-03-13,Montour,0.0,0.0
2020-03-13,Northampton,1.0,0.0
2020-03-13,Northumberland,0.0,0.0
2020-03-13,Perry,0.0,0.0
2020-03-13,Philadelphia,3.0,0.0
2020-03-13,Pike,1.0,0.0
2020-03-13,Potter,0.0,0.0
2020-03-13,Schuylkill,0.0,0.0
2020-03-13,Snyder,0.0,0.0
2020-03-13,Somerset,0.0,0.0
2020-03-13,Sullivan,0.0,0.0
2020-03-13,Susquehanna,0.0,0.0
2020-03-13,Tioga,0.0,0.0
2020-03-13,Union,0.0,0.0
2020-03-13,Venango,0.0,0.0
2020-03-13,Warren,0.0,0.0
2020-03-13,Washington,1.0,0.0
2020-03-13,Wayne,1.0,0.0
2020-03-13,Westmoreland,0.0,0.0
2020-03-13,Wyoming,0.0,0.0
2020-03-13,York,0.0,0.0
2020-03-14,Adams,0.0,0.0
2020-03-14,Allegheny,0.0,0.0
2020-03-14,Armstrong,0.0,0.0
2020-03-14,Beaver,0.0,0.0
2020-03-14,Bedford,0.0,0.0
2020-03-14,Berks,0.0,0.0
2020-03-14,Blair,0.0,0.0
2020-03-14,Bradford,0.0,0.0
2020-03-14,Bucks,0.0,0.0
2020-03-14,Butler,0.0,0.0
2020-03-14,Cambria,0.0,0.0
2020-03-14,Cameron,0.0,0.0
2020-03-14,Carbon,0.0,0.0
2020-03-14,Centre,0.0,0.0
2020-03-14,Chester,0.0,0.0
2020-03-14,Clarion,0.0,0.0
2020-03-14,Clearfield,0.0,0.0
2020-03-14,Clinton,0.0,0.0
2020-03-14,Columbia,0.0,0.0
2020-03-14,Crawford,0.0,0.0
2020-03-14,Cumberland,0.0,0.0
2020-03-14,Dauphin,0.0,0.0
2020-03-14,Delaware,0.0,0.0
2020-03-14,Elk,0.0,0.0
2020-03-14,Erie,0.0,0.0
2020-03-14,Fayette,0.0,0.0
2020-03-14,Forest,0.0,0.0
2020-03-14,Franklin,0.0,0.0
2020-03-14,Fulton,0.0,0.0
2020-03-14,Greene,0.0,0.0
2020-03-14,Huntingdon,0.0,0.0
2020-03-14,Indiana,0.0,0.0
2020-03-14,Jefferson,0.0,0.0
2020-03-14,Juniata,0.0,0.0
2020-03-14,Lackawanna,0.0,0.0
2020-03-14,Lancaster,0.0,0.0
2020-03-14,Lawrence,0.0,0.0
2020-03-14,Lebanon,0.0,0.0
2020-03-14,Lehigh,0.0,0.0
2020-03-14,Luzerne,0.0,0.0
2020-03-14,Lycoming,0.0,0.0
2020-03-14,Mckean,0.0,0.0
2020-03-14,Mercer,0.0,0.0
2020-03-14,Mifflin,0.0,0.0
2020-03-14,Monroe,0.0,0.0
2020-03-14,Montgomery,0.0,0.0
2020-03-14,Montour,0.0,0.0
2020-03-14,Northampton,0.0,0.0
2020-03-14,Northumberland,0.0,0.0
2020-03-14,Perry,0.0,0.0
2020-03-14,Philadelphia,0.0,0.0
2020-03-14,Pike,0.0,0.0
2020-03-14,Potter,0.0,0.0
2020-03-14,Schuylkill,0.0,0.0
2020-03-14,Snyder,0.0,0.0
2020-03-14,Somerset,0.0,0.0
2020-03-14,Sullivan,0.0,0.0
2020-03-14,Susquehanna,0.0,0.0
2020-03-14,Tioga,0.0,0.0
2020-03-14,Union,0.0,0.0
2020-03-14,Venango,0.0,0.0
2020-03-14,Warren,0.0,0.0
2020-03-14,Washington,0.0,0.0
2020-03-14,Wayne,0.0,0.0
2020-03-14,Westmoreland,0.0,0.0
2020-03-14,Wyoming,0.0,0.0
2020-03-14,York,0.0,0.0
2020-03-15,Adams,0.0,0.0
2020-03-15,Allegheny,3.0,0.0
2020-03-15,Armstrong,0.0,0.0
2020-03-15,Beaver,0.0,0.0
2020-03-15,Bedford,0.0,0.0
2020-03-15,Berks,0.0,0.0
2020-03-15,Blair,0.0,0.0
2020-03-15,Bradford,0.0,0.0
2020-03-15,Bucks,4.0,0.0
2020-03-15,Butler,0.0,0.0
2020-03-15,Cambria,0.0,0.0
2020-03-15,Cameron,0.0,0.0
2020-03-15,Carbon,0.0,0.0
2020-03-15,Centre,0.0,0.0
2020-03-15,Chester,2.0,0.0
2020-03-15,Clarion,0.0,0.0
2020-03-15,Clearfield,0.0,0.0
2020-03-15,Clinton,0.0,0.0
2020-03-15,Columbia,0.0,0.0
2020-03-15,Crawford,0.0,0.0
2020-03-15,Cumberland,5.0,0.0
2020-03-15,Dauphin,0.0,0.0
2020-03-15,Delaware,7.0,0.0
2020-03-15,Elk,0.0,0.0
2020-03-15,Erie,0.0,0.0
2020-03-15,Fayette,0.0,0.0
2020-03-15,Forest,0.0,0.0
2020-03-15,Franklin,0.0,0.0
2020-03-15,Fulton,0.0,0.0
2020-03-15,Greene,0.0,0.0
2020-03-15,Huntingdon,0.0,0.0
2020-03-15,Indiana,0.0,0.0
2020-03-15,Jefferson,0.0,0.0
2020-03-15,Juniata,0.0,0.0
2020-03-15,Lackawanna,0.0,0.0
2020-03-15,Lancaster,0.0,0.0
2020-03-15,Lawrence,0.0,0.0
2020-03-15,Lebanon,0.0,0.0
2020-03-15,Lehigh,0.0,0.0
2020-03-15,Luzerne,0.0,0.0
2020-03-15,Lycoming,0.0,0.0
2020-03-15,Mckean,0.0,0.0
2020-03-15,Mercer,0.0,0.0
2020-03-15,Mifflin,0.0,0.0
2020-03-15,Monroe,6.0,0.0
2020-03-15,Montgomery,24.0,0.0
2020-03-15,Montour,0.0,0.0
2020-03-15,Northampton,1.0,0.0
2020-03-15,Northumberland,0.0,0.0
2020-03-15,Perry,0.0,0.0
2020-03-15,Philadelphia,6.0,0.0
2020-03-15,Pike,1.0,0.0
2020-03-15,Potter,0.0,0.0
2020-03-15,Schuylkill,0.0,0.0
2020-03-15,Snyder,0.0,0.0
2020-03-15,Somerset,0.0,0.0
2020-03-15,Sullivan,0.0,0.0
2020-03-15,Susquehanna,0.0,0.0
2020-03-15,Tioga,0.0,0.0
2020-03-15,Union,0.0,0.0
2020-03-15,Venango,0.0,0.0
2020-03-15,Warren,0.0,0.0
2020-03-15,Washington,1.0,0.0
2020-03-15,Wayne,1.0,0.0
2020-03-15,Westmoreland,0.0,0.0
2020-03-15,Wyoming,0.0,0.0
2020-03-15,York,0.0,0.0
2020-03-16,Adams,0.0,0.0
2020-03-16,Allegheny,5.0,0.0
2020-03-16,Armstrong,0.0,0.0
2020-03-16,Beaver,0.0,0.0
2020-03-16,Bedford,0.0,0.0
2020-03-16,Berks,0.0,0.0
2020-03-16,Blair,0.0,0.0
2020-03-16,Bradford,0.0,0.0
2020-03-16,Bucks,5.0,0.0
2020-03-16,Butler,0.0,0.0
2020-03-16,Cambria,0.0,0.0
2020-03-16,Cameron,0.0,0.0
2020-03-16,Carbon,0.0,0.0
2020-03-16,Centre,0.0,0.0
2020-03-16,Chester,2.0,0.0
2020-03-16,Clarion,0.0,0.0
2020-03-16,Clearfield,0.0,0.0
2020-03-16,Clinton,0.0,0.0
2020-03-16,Columbia,0.0,0.0
2020-03-16,Crawford,0.0,0.0
2020-03-16,Cumberland,5.0,0.0
2020-03-16,Dauphin,0.0,0.0
2020-03-16,Delaware,7.0,0.0
2020-03-16,Elk,0.0,0.0
2020-03-16,Erie,0.0,0.0
